race,height,weight,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,density
dwarf,50,144,25,11,10,16,12,7,12,2.88
dwarf,52,142,25,9,14,13,16,16,10,2.730769230769231
dwarf,55,179,25,13,15,18,12,15,10,3.2545454545454544
dwarf,52,138,25,7,11,17,10,11,14,2.6538461538461537
dwarf,53,160,25,16,10,15,12,13,13,3.018867924528302
dwarf,52,158,25,10,13,18,12,14,9,3.0384615384615383
dwarf,50,142,25,14,15,15,12,15,18,2.84
dwarf,51,157,25,12,13,12,13,10,8,3.0784313725490198
dwarf,54,172,25,15,15,11,16,12,15,3.185185185185185
dwarf,52,158,25,11,13,20,9,14,14,3.0384615384615383
dwarf,53,165,25,10,14,13,16,13,6,3.1132075471698113
dwarf,55,200,25,13,15,15,15,9,14,3.6363636363636362
dwarf,56,194,25,13,12,15,11,13,14,3.4642857142857144
dwarf,53,170,25,13,15,15,12,13,14,3.207547169811321
dwarf,51,148,25,9,15,7,15,15,11,2.9019607843137254
dwarf,50,142,25,12,11,16,10,11,13,2.84
dwarf,55,179,25,12,18,9,14,18,15,3.2545454545454544
dwarf,53,170,25,9,14,19,11,14,14,3.207547169811321
dwarf,53,145,25,15,8,14,16,11,14,2.7358490566037736
dwarf,50,146,25,15,9,11,18,9,15,2.92
dwarf,54,166,25,11,17,15,16,14,14,3.074074074074074
dwarf,50,142,25,10,11,14,14,11,13,2.84
dwarf,56,194,25,15,10,13,14,12,12,3.4642857142857144
dwarf,54,142,25,6,8,20,10,13,15,2.6296296296296298
dwarf,54,172,25,13,15,18,15,14,16,3.185185185185185
dwarf,55,151,25,12,14,6,11,12,18,2.7454545454545456
dwarf,51,163,25,9,13,14,16,11,12,3.196078431372549
dwarf,52,142,25,16,11,12,10,14,14,2.730769230769231
dwarf,52,178,25,10,15,13,14,8,9,3.423076923076923
dwarf,52,162,25,11,10,9,14,13,18,3.1153846153846154
dwarf,54,160,25,14,7,15,16,16,11,2.962962962962963
dwarf,50,150,25,11,10,17,16,14,13,3.0
dwarf,50,152,25,15,13,16,9,14,5,3.04
dwarf,52,166,25,15,11,14,11,8,14,3.1923076923076925
dwarf,54,154,25,9,12,13,17,10,14,2.8518518518518516
dwarf,50,138,25,11,13,20,10,8,13,2.76
dwarf,53,175,25,14,13,11,12,17,12,3.30188679245283
dwarf,55,193,25,5,13,10,11,13,13,3.5090909090909093
dwarf,50,154,25,9,16,12,13,15,13,3.08
dwarf,52,174,25,15,16,14,15,13,13,3.3461538461538463
dwarf,53,170,25,14,10,16,9,16,5,3.207547169811321
dwarf,52,154,25,15,15,18,18,17,11,2.9615384615384617
dwarf,56,162,25,13,14,15,10,12,15,2.892857142857143
dwarf,50,142,25,14,10,13,12,11,10,2.84
dwarf,53,160,25,15,14,16,12,11,16,3.018867924528302
dwarf,54,178,25,13,12,15,12,8,16,3.2962962962962963
dwarf,53,175,25,15,11,14,16,15,15,3.30188679245283
dwarf,54,178,25,9,13,15,13,10,14,3.2962962962962963
dwarf,55,193,25,9,8,16,9,14,11,3.5090909090909093
dwarf,52,166,25,11,12,15,10,11,17,3.1923076923076925
dwarf,51,148,25,12,10,12,10,12,13,2.9019607843137254
dwarf,50,138,25,12,14,15,16,14,18,2.76
dwarf,50,144,25,11,9,17,14,15,13,2.88
dwarf,52,150,25,11,13,13,12,10,4,2.8846153846153846
dwarf,53,145,25,11,13,14,10,17,14,2.7358490566037736
dwarf,52,142,25,14,18,13,13,15,14,2.730769230769231
dwarf,53,175,25,17,13,14,13,9,15,3.30188679245283
dwarf,51,151,25,15,7,18,15,14,14,2.9607843137254903
dwarf,53,175,25,12,16,14,8,9,15,3.30188679245283
dwarf,52,150,25,13,9,17,16,14,9,2.8846153846153846
dwarf,55,179,25,9,12,17,14,12,13,3.2545454545454544
dwarf,51,160,25,9,12,12,12,14,15,3.1372549019607843
dwarf,54,160,25,9,12,17,13,13,17,2.962962962962963
dwarf,55,179,25,15,12,18,12,13,11,3.2545454545454544
dwarf,54,184,25,7,16,15,18,9,16,3.4074074074074074
dwarf,51,139,25,10,15,17,10,12,16,2.7254901960784315
dwarf,55,214,25,13,14,10,12,12,8,3.890909090909091
dwarf,50,148,25,14,14,16,14,6,10,2.96
dwarf,54,184,25,12,15,19,18,8,11,3.4074074074074074
dwarf,56,202,25,11,9,13,17,13,17,3.607142857142857
dwarf,51,151,25,8,17,16,16,15,12,2.9607843137254903
dwarf,52,162,25,11,15,18,12,8,13,3.1153846153846154
dwarf,52,154,25,8,10,15,11,16,9,2.9615384615384617
dwarf,54,166,25,11,14,15,14,14,14,3.074074074074074
dwarf,55,172,25,10,11,13,15,15,12,3.1272727272727274
dwarf,52,162,25,12,10,15,7,14,14,3.1153846153846154
dwarf,51,151,25,14,7,13,7,6,16,2.9607843137254903
dwarf,52,154,25,13,7,20,17,9,11,2.9615384615384617
dwarf,54,202,25,13,11,16,11,14,14,3.740740740740741
dwarf,53,160,25,7,15,14,15,11,11,3.018867924528302
dwarf,54,166,25,17,14,13,11,12,8,3.074074074074074
dwarf,50,138,25,12,9,13,13,12,15,2.76
dwarf,52,162,25,13,10,17,12,11,11,3.1153846153846154
dwarf,51,157,25,12,15,17,8,14,13,3.0784313725490198
dwarf,52,146,25,10,16,19,11,11,8,2.8076923076923075
dwarf,52,174,25,13,13,20,12,15,11,3.3461538461538463
dwarf,54,178,25,10,14,18,10,11,9,3.2962962962962963
dwarf,52,150,25,11,16,16,14,6,16,2.8846153846153846
dwarf,54,160,25,14,13,14,10,10,12,2.962962962962963
dwarf,56,178,25,11,9,11,14,4,16,3.1785714285714284
dwarf,55,207,25,15,8,9,12,13,14,3.7636363636363637
dwarf,52,146,25,12,9,13,14,11,9,2.8076923076923075
dwarf,52,154,25,17,9,17,13,12,13,2.9615384615384617
dwarf,56,170,25,14,10,12,10,13,14,3.0357142857142856
dwarf,54,202,25,11,14,15,6,10,10,3.740740740740741
dwarf,51,157,25,9,17,15,14,11,7,3.0784313725490198
dwarf,53,175,25,14,11,14,14,11,13,3.30188679245283
dwarf,53,155,25,8,17,17,13,9,15,2.9245283018867925
dwarf,55,186,25,11,13,14,13,13,10,3.381818181818182
dwarf,55,158,25,11,13,12,4,16,18,2.8727272727272726
dwarf,54,160,25,13,9,18,15,12,16,2.962962962962963
dwarf,53,180,25,16,11,10,13,11,14,3.3962264150943398
dwarf,55,193,25,13,13,13,6,16,11,3.5090909090909093
dwarf,51,139,25,14,13,20,12,10,11,2.7254901960784315
dwarf,55,158,25,13,9,12,13,11,10,2.8727272727272726
dwarf,56,154,25,12,12,11,9,14,11,2.75
dwarf,50,152,25,13,14,10,11,10,15,3.04
dwarf,55,179,25,11,16,11,11,12,15,3.2545454545454544
dwarf,55,193,25,12,9,15,12,15,15,3.5090909090909093
dwarf,54,172,25,14,14,12,10,12,9,3.185185185185185
dwarf,52,150,25,8,15,9,11,13,11,2.8846153846153846
dwarf,52,158,25,15,11,12,13,10,8,3.0384615384615383
dwarf,55,172,25,10,8,18,6,16,12,3.1272727272727274
dwarf,54,178,25,12,14,13,8,15,13,3.2962962962962963
dwarf,54,172,25,10,16,13,15,14,16,3.185185185185185
dwarf,51,148,25,11,11,14,11,17,15,2.9019607843137254
dwarf,53,155,25,13,11,17,9,12,9,2.9245283018867925
dwarf,52,142,25,7,12,15,9,16,9,2.730769230769231
dwarf,54,160,25,7,16,12,14,13,15,2.962962962962963
dwarf,55,193,25,8,15,13,12,9,10,3.5090909090909093
dwarf,54,184,25,15,17,15,13,16,15,3.4074074074074074
dwarf,54,178,25,12,8,15,5,12,9,3.2962962962962963
dwarf,52,166,25,7,10,16,15,11,13,3.1923076923076925
dwarf,52,150,25,14,15,10,13,8,10,2.8846153846153846
dwarf,53,165,25,15,12,14,13,14,9,3.1132075471698113
dwarf,52,166,25,13,16,17,17,13,15,3.1923076923076925
dwarf,53,165,25,10,14,14,14,17,16,3.1132075471698113
dwarf,54,166,25,6,14,9,14,13,16,3.074074074074074
dwarf,52,166,25,18,9,9,16,15,15,3.1923076923076925
dwarf,52,158,25,13,10,17,16,13,14,3.0384615384615383
dwarf,54,142,25,15,12,11,15,9,14,2.6296296296296298
dwarf,51,163,25,9,12,17,12,7,17,3.196078431372549
dwarf,53,160,25,12,15,19,15,11,13,3.018867924528302
dwarf,53,175,25,10,11,17,9,16,11,3.30188679245283
dwarf,52,162,25,12,13,14,8,14,15,3.1153846153846154
dwarf,54,160,25,17,12,14,14,7,10,2.962962962962963
dwarf,55,186,25,10,8,12,10,6,10,3.381818181818182
dwarf,55,172,25,9,16,17,13,15,13,3.1272727272727274
dwarf,53,155,25,11,16,10,9,13,15,2.9245283018867925
dwarf,51,160,25,15,12,12,14,12,7,3.1372549019607843
dwarf,53,175,25,9,10,12,14,11,9,3.30188679245283
dwarf,54,178,25,13,13,17,13,14,14,3.2962962962962963
dwarf,50,142,25,16,15,18,14,14,16,2.84
dwarf,53,165,25,14,12,17,11,10,15,3.1132075471698113
dwarf,52,170,25,18,10,10,11,10,10,3.269230769230769
dwarf,54,166,25,13,13,16,14,15,17,3.074074074074074
dwarf,52,158,25,12,16,15,11,12,11,3.0384615384615383
dwarf,53,160,25,14,9,17,14,17,9,3.018867924528302
dwarf,53,165,25,14,11,12,11,13,11,3.1132075471698113
dwarf,53,170,25,13,12,8,17,8,9,3.207547169811321
dwarf,54,142,25,13,10,13,13,11,12,2.6296296296296298
dwarf,54,190,25,15,10,15,10,12,15,3.5185185185185186
dwarf,53,165,25,15,18,10,9,14,14,3.1132075471698113
dwarf,55,179,25,13,15,10,12,13,11,3.2545454545454544
dwarf,51,145,25,9,12,18,13,13,7,2.843137254901961
dwarf,54,154,25,16,16,8,13,7,14,2.8518518518518516
dwarf,54,196,25,14,16,16,11,14,11,3.6296296296296298
dwarf,52,142,25,4,7,20,9,15,16,2.730769230769231
dwarf,52,158,25,14,11,19,10,8,16,3.0384615384615383
dwarf,53,170,25,8,13,15,9,12,13,3.207547169811321
dwarf,50,144,25,10,14,14,13,16,11,2.88
dwarf,53,165,25,12,11,16,14,14,10,3.1132075471698113
dwarf,56,162,25,14,9,10,13,6,11,2.892857142857143
dwarf,51,148,25,6,12,14,11,11,11,2.9019607843137254
dwarf,50,154,25,7,13,19,11,14,14,3.08
dwarf,55,172,25,15,8,19,12,17,11,3.1272727272727274
dwarf,52,154,25,9,12,11,7,9,11,2.9615384615384617
dwarf,53,145,25,10,17,15,11,12,12,2.7358490566037736
dwarf,55,207,25,16,15,11,13,12,9,3.7636363636363637
dwarf,51,166,25,12,13,16,10,10,13,3.2549019607843137
dwarf,53,170,25,6,15,11,15,10,11,3.207547169811321
dwarf,52,158,25,11,16,19,11,18,12,3.0384615384615383
dwarf,53,150,25,15,10,19,15,7,9,2.830188679245283
dwarf,53,170,25,14,14,18,17,17,13,3.207547169811321
dwarf,53,150,25,15,10,10,13,9,6,2.830188679245283
dwarf,51,148,25,11,13,19,13,18,16,2.9019607843137254
dwarf,50,148,25,10,8,12,15,12,10,2.96
dwarf,51,142,25,10,12,15,9,7,14,2.784313725490196
dwarf,52,146,25,11,11,11,8,9,7,2.8076923076923075
dwarf,53,175,25,10,12,16,15,13,14,3.30188679245283
dwarf,51,157,25,11,12,14,9,12,14,3.0784313725490198
dwarf,54,178,25,10,11,15,13,14,16,3.2962962962962963
dwarf,53,175,25,8,13,16,12,15,17,3.30188679245283
dwarf,53,180,25,9,12,13,18,16,12,3.3962264150943398
dwarf,52,170,25,9,17,15,11,16,6,3.269230769230769
dwarf,53,160,25,13,10,14,13,14,14,3.018867924528302
dwarf,55,214,25,9,17,11,8,14,10,3.890909090909091
dwarf,51,160,25,14,10,12,11,11,14,3.1372549019607843
dwarf,55,165,25,13,17,19,11,11,15,3.0
dwarf,52,146,25,16,14,11,12,13,14,2.8076923076923075
dwarf,52,174,25,15,14,15,13,12,14,3.3461538461538463
dwarf,53,160,25,17,14,11,8,11,18,3.018867924528302
dwarf,53,180,25,12,15,13,14,13,16,3.3962264150943398
dwarf,55,151,25,8,15,12,12,15,12,2.7454545454545456
dwarf,51,157,25,11,17,14,15,10,12,3.0784313725490198
dwarf,52,166,25,7,15,10,9,10,15,3.1923076923076925
dwarf,51,163,25,10,10,10,18,12,14,3.196078431372549
dwarf,56,194,25,15,16,11,9,13,15,3.4642857142857144
dwarf,51,154,25,13,16,17,8,8,17,3.019607843137255
dwarf,50,146,25,14,9,16,12,13,13,2.92
dwarf,50,148,25,16,10,17,11,13,11,2.96
dwarf,51,157,25,13,13,14,12,13,12,3.0784313725490198
dwarf,52,170,25,13,12,10,15,17,9,3.269230769230769
dwarf,53,160,25,13,11,14,16,15,14,3.018867924528302
dwarf,50,144,25,10,9,16,6,10,15,2.88
dwarf,55,207,25,17,8,15,13,10,14,3.7636363636363637
dwarf,52,174,25,10,14,17,12,10,16,3.3461538461538463
dwarf,55,193,25,15,16,14,10,12,16,3.5090909090909093
dwarf,52,158,25,16,11,13,13,10,16,3.0384615384615383
dwarf,56,186,25,8,14,13,12,16,11,3.3214285714285716
dwarf,56,210,25,13,9,16,15,14,13,3.75
dwarf,52,170,25,14,16,13,15,15,11,3.269230769230769
dwarf,55,193,25,8,11,14,11,14,14,3.5090909090909093
dwarf,54,178,25,16,17,17,14,15,13,3.2962962962962963
dwarf,56,146,25,10,17,9,6,14,9,2.607142857142857
dwarf,55,207,25,14,12,15,9,10,8,3.7636363636363637
dwarf,55,193,25,14,17,19,10,6,16,3.5090909090909093
dwarf,53,155,25,11,10,13,6,15,6,2.9245283018867925
dwarf,52,154,25,9,13,14,13,17,13,2.9615384615384617
dwarf,53,165,25,8,14,18,15,12,13,3.1132075471698113
dwarf,51,154,25,14,10,15,14,12,16,3.019607843137255
dwarf,54,172,25,11,18,8,14,11,16,3.185185185185185
dwarf,54,184,25,12,7,11,15,14,13,3.4074074074074074
dwarf,51,163,25,16,11,10,14,9,8,3.196078431372549
dwarf,55,158,25,8,17,14,7,6,13,2.8727272727272726
dwarf,54,190,25,12,11,7,11,13,9,3.5185185185185186
dwarf,50,140,25,13,16,17,15,11,12,2.8
dwarf,50,142,25,15,11,10,14,8,13,2.84
dwarf,53,160,25,16,12,11,17,12,8,3.018867924528302
dwarf,52,146,25,15,16,16,14,11,18,2.8076923076923075
dwarf,51,154,25,15,13,12,6,13,9,3.019607843137255
dwarf,54,196,25,17,8,16,9,13,8,3.6296296296296298
dwarf,52,146,25,13,13,12,8,11,15,2.8076923076923075
dwarf,53,155,25,4,16,17,13,14,12,2.9245283018867925
dwarf,55,179,25,16,10,17,15,12,14,3.2545454545454544
dwarf,50,148,25,8,12,12,17,13,15,2.96
dwarf,55,186,25,9,12,15,16,12,14,3.381818181818182
dwarf,55,179,25,15,14,9,10,12,13,3.2545454545454544
dwarf,55,172,25,6,10,17,7,12,13,3.1272727272727274
dwarf,53,165,25,14,12,17,15,12,6,3.1132075471698113
dwarf,51,154,25,13,11,13,13,9,15,3.019607843137255
dwarf,54,178,25,11,8,11,15,12,12,3.2962962962962963
dwarf,52,150,25,17,14,19,8,10,14,2.8846153846153846
dwarf,54,160,25,12,15,12,13,8,16,2.962962962962963
dwarf,51,151,25,11,14,11,16,10,17,2.9607843137254903
dwarf,52,138,25,6,13,8,15,13,14,2.6538461538461537
dwarf,54,178,25,13,11,10,6,10,7,3.2962962962962963
dwarf,52,170,25,10,17,18,10,14,10,3.269230769230769
dwarf,54,190,25,11,18,19,9,17,12,3.5185185185185186
dwarf,52,154,25,10,8,10,10,13,10,2.9615384615384617
dwarf,55,172,25,9,16,15,10,12,13,3.1272727272727274
dwarf,55,207,25,9,15,16,10,12,11,3.7636363636363637
dwarf,52,170,25,12,15,18,17,10,9,3.269230769230769
dwarf,55,186,25,14,13,18,11,10,10,3.381818181818182
dwarf,54,178,25,14,9,16,15,14,13,3.2962962962962963
dwarf,52,162,25,11,14,11,11,18,13,3.1153846153846154
dwarf,50,136,25,16,8,18,12,15,10,2.72
dwarf,54,160,25,14,18,12,14,14,15,2.962962962962963
dwarf,54,172,25,15,15,13,9,11,10,3.185185185185185
dwarf,50,146,25,11,13,19,16,12,12,2.92
dwarf,52,158,25,12,15,11,14,16,14,3.0384615384615383
dwarf,53,170,25,14,11,13,13,13,12,3.207547169811321
dwarf,53,175,25,5,10,15,10,18,15,3.30188679245283
dwarf,55,144,25,15,11,13,14,14,12,2.618181818181818
dwarf,52,170,25,15,10,18,17,14,9,3.269230769230769
dwarf,53,170,25,9,16,14,14,15,11,3.207547169811321
dwarf,53,165,25,13,12,6,8,11,17,3.1132075471698113
dwarf,52,162,25,14,16,14,16,15,14,3.1153846153846154
dwarf,53,145,25,9,17,16,4,13,11,2.7358490566037736
dwarf,53,165,25,15,11,11,16,9,13,3.1132075471698113
dwarf,52,142,25,8,12,12,16,6,12,2.730769230769231
dwarf,53,175,25,11,9,19,17,9,12,3.30188679245283
dwarf,54,184,25,11,7,10,11,11,12,3.4074074074074074
dwarf,53,180,25,10,16,13,15,13,13,3.3962264150943398
dwarf,53,165,25,9,13,16,9,12,17,3.1132075471698113
dwarf,53,150,25,17,10,16,15,15,8,2.830188679245283
dwarf,50,134,25,14,15,10,8,8,8,2.68
dwarf,53,160,25,17,12,16,12,14,12,3.018867924528302
dwarf,53,155,25,8,12,16,14,8,9,2.9245283018867925
dwarf,55,179,25,18,12,16,9,11,12,3.2545454545454544
dwarf,55,186,25,11,13,14,18,16,17,3.381818181818182
dwarf,53,180,25,4,13,11,10,9,16,3.3962264150943398
dwarf,51,145,25,11,11,7,13,9,13,2.843137254901961
dwarf,53,190,25,14,14,17,14,10,7,3.5849056603773586
dwarf,52,154,25,16,16,17,17,14,17,2.9615384615384617
dwarf,53,145,25,15,14,12,16,14,15,2.7358490566037736
dwarf,52,170,25,14,14,18,16,16,9,3.269230769230769
dwarf,53,170,25,14,11,17,12,15,10,3.207547169811321
dwarf,54,196,25,14,11,14,13,12,9,3.6296296296296298
dwarf,50,140,25,14,11,11,12,11,5,2.8
dwarf,51,154,25,14,11,20,12,14,15,3.019607843137255
dwarf,53,155,25,15,10,10,6,15,13,2.9245283018867925
dwarf,56,210,25,10,16,13,13,14,16,3.75
dwarf,55,179,25,11,17,16,9,11,13,3.2545454545454544
dwarf,54,148,25,9,4,14,14,16,17,2.740740740740741
dwarf,52,166,25,11,17,17,11,14,9,3.1923076923076925
dwarf,52,178,25,13,14,15,14,13,10,3.423076923076923
dwarf,54,184,25,16,13,14,15,8,11,3.4074074074074074
dwarf,52,154,25,8,10,6,11,16,10,2.9615384615384617
dwarf,56,162,25,10,16,13,8,6,10,2.892857142857143
dwarf,54,166,25,13,14,11,13,11,13,3.074074074074074
dwarf,54,166,25,12,16,12,10,12,15,3.074074074074074
dwarf,50,150,25,12,8,12,8,16,11,3.0
dwarf,52,162,25,12,17,15,15,15,14,3.1153846153846154
dwarf,52,146,25,14,9,17,10,11,10,2.8076923076923075
dwarf,54,190,25,14,15,15,16,5,16,3.5185185185185186
dwarf,51,160,25,8,13,15,8,15,13,3.1372549019607843
dwarf,53,165,25,12,15,9,6,9,13,3.1132075471698113
dwarf,50,144,25,16,7,13,9,15,11,2.88
dwarf,54,154,25,15,12,18,17,15,7,2.8518518518518516
dwarf,53,165,25,11,8,19,9,14,8,3.1132075471698113
dwarf,53,160,25,11,14,16,12,13,9,3.018867924528302
dwarf,53,170,25,11,8,17,10,15,18,3.207547169811321
dwarf,54,166,25,15,15,10,11,14,11,3.074074074074074
dwarf,56,194,25,9,10,17,17,17,8,3.4642857142857144
dwarf,54,166,25,14,14,15,10,14,14,3.074074074074074
dwarf,56,202,25,14,5,15,12,7,14,3.607142857142857
dwarf,51,148,25,16,10,15,12,12,12,2.9019607843137254
dwarf,50,146,25,8,11,13,8,8,13,2.92
dwarf,56,178,25,14,11,17,11,12,14,3.1785714285714284
dwarf,54,172,25,15,10,13,13,11,12,3.185185185185185
dwarf,53,160,25,9,16,14,13,16,9,3.018867924528302
dwarf,51,142,25,10,14,14,15,12,9,2.784313725490196
dwarf,51,151,25,16,12,19,11,13,16,2.9607843137254903
dwarf,51,139,25,10,17,16,15,12,16,2.7254901960784315
dwarf,50,144,25,10,17,15,12,14,6,2.88
dwarf,53,170,25,15,12,17,11,15,12,3.207547169811321
dwarf,55,186,25,5,10,10,11,12,15,3.381818181818182
dwarf,52,146,25,11,14,17,12,9,13,2.8076923076923075
dwarf,51,160,25,13,17,18,10,10,12,3.1372549019607843
dwarf,54,178,25,11,15,13,8,15,9,3.2962962962962963
dwarf,53,185,25,10,11,12,9,9,11,3.490566037735849
dwarf,55,172,25,11,12,15,13,12,16,3.1272727272727274
dwarf,52,146,25,14,14,14,10,12,12,2.8076923076923075
dwarf,54,166,25,16,12,20,14,13,14,3.074074074074074
dwarf,53,165,25,12,9,15,12,14,10,3.1132075471698113
dwarf,54,172,25,15,5,16,10,17,16,3.185185185185185
dwarf,52,170,25,11,13,17,11,12,14,3.269230769230769
dwarf,56,210,25,13,16,14,11,18,10,3.75
dwarf,52,166,25,9,10,10,17,14,12,3.1923076923076925
dwarf,54,142,25,11,15,15,10,13,14,2.6296296296296298
dwarf,55,193,25,6,9,14,12,14,16,3.5090909090909093
dwarf,55,179,25,11,10,16,17,9,12,3.2545454545454544
dwarf,56,186,25,7,13,16,10,15,7,3.3214285714285716
elf,61,132,30,11,12,11,7,14,13,2.1639344262295084
elf,65,145,30,14,16,15,12,9,13,2.230769230769231
elf,59,110,30,12,16,8,9,14,12,1.8644067796610169
elf,64,140,30,11,11,9,14,12,15,2.1875
elf,63,144,30,13,14,12,16,12,15,2.2857142857142856
elf,62,122,30,12,14,13,8,7,10,1.967741935483871
elf,59,115,30,12,13,16,4,10,15,1.9491525423728813
elf,63,144,30,15,14,8,16,11,11,2.2857142857142856
elf,69,180,30,14,11,16,17,11,8,2.608695652173913
elf,62,130,30,14,13,16,12,7,14,2.096774193548387
elf,70,202,30,12,16,12,11,10,10,2.8857142857142857
elf,65,145,30,13,10,14,15,10,12,2.230769230769231
elf,66,138,30,11,15,6,13,15,15,2.090909090909091
elf,57,102,30,13,11,13,11,17,10,1.7894736842105263
elf,68,160,30,8,13,8,17,11,12,2.3529411764705883
elf,71,141,30,12,10,10,15,13,11,1.9859154929577465
elf,67,142,30,5,11,15,12,12,14,2.1194029850746268
elf,65,123,30,12,15,9,14,9,13,1.8923076923076922
elf,71,192,30,16,15,12,12,13,12,2.704225352112676
elf,63,126,30,10,11,14,17,11,14,2.0
elf,61,132,30,13,14,6,13,13,11,2.1639344262295084
elf,61,125,30,12,10,5,9,13,10,2.0491803278688523
elf,66,150,30,7,9,10,18,14,8,2.272727272727273
elf,68,174,30,10,8,10,14,12,17,2.5588235294117645
elf,63,135,30,8,18,7,8,12,13,2.142857142857143
elf,63,162,30,10,13,13,15,13,10,2.5714285714285716
elf,67,181,30,16,14,18,10,15,12,2.701492537313433
elf,65,178,30,14,6,15,15,10,12,2.7384615384615385
elf,70,122,30,12,8,16,11,13,11,1.7428571428571429
elf,72,180,30,11,11,10,11,16,12,2.5
elf,58,110,30,9,17,15,11,15,15,1.896551724137931
elf,60,138,30,15,6,12,13,8,11,2.3
elf,62,130,30,9,10,12,9,11,13,2.096774193548387
elf,64,140,30,18,14,15,13,8,15,2.1875
elf,68,160,30,13,13,11,9,17,8,2.3529411764705883
elf,65,134,30,6,14,12,14,15,12,2.0615384615384613
elf,72,216,30,16,14,15,10,14,14,3.0
elf,68,146,30,9,13,14,14,13,16,2.1470588235294117
elf,69,150,30,10,10,12,13,11,12,2.1739130434782608
elf,68,160,30,11,11,13,12,13,13,2.3529411764705883
elf,59,115,30,14,11,15,14,12,11,1.9491525423728813
elf,70,170,30,14,9,15,15,12,13,2.4285714285714284
elf,59,130,30,9,16,8,10,11,11,2.2033898305084745
elf,66,138,30,10,9,7,14,12,16,2.090909090909091
elf,59,125,30,16,14,5,13,7,9,2.1186440677966103
elf,72,216,30,10,11,18,12,10,13,3.0
elf,68,146,30,16,13,18,12,13,7,2.1470588235294117
elf,65,123,30,10,15,12,17,15,12,1.8923076923076922
elf,63,117,30,10,14,14,9,13,11,1.8571428571428572
elf,62,130,30,11,11,15,17,12,14,2.096774193548387
elf,67,129,30,11,15,16,14,17,15,1.9253731343283582
elf,64,150,30,13,12,11,14,8,15,2.34375
elf,66,162,30,14,16,16,14,13,14,2.4545454545454546
elf,65,123,30,14,9,13,13,9,12,1.8923076923076922
elf,66,138,30,11,13,14,14,18,11,2.090909090909091
elf,68,174,30,10,16,15,16,12,15,2.5588235294117645
elf,57,111,30,14,11,14,11,13,9,1.9473684210526316
elf,68,132,30,15,13,16,13,15,10,1.9411764705882353
elf,68,146,30,18,7,18,10,9,15,2.1470588235294117
elf,68,188,30,16,17,12,15,8,10,2.764705882352941
elf,64,170,30,16,17,13,15,12,14,2.65625
elf,70,218,30,8,11,16,10,13,12,3.1142857142857143
elf,58,102,30,14,12,13,12,10,9,1.7586206896551724
elf,57,114,30,15,7,11,7,9,12,2.0
elf,66,162,30,11,14,14,15,12,8,2.4545454545454546
elf,66,174,30,12,16,12,17,8,9,2.6363636363636362
elf,66,126,30,10,16,8,11,14,10,1.9090909090909092
elf,64,130,30,16,6,13,10,9,13,2.03125
elf,62,130,30,11,6,10,12,15,16,2.096774193548387
elf,74,230,30,12,15,15,9,11,14,3.108108108108108
elf,69,135,30,10,8,15,13,14,9,1.9565217391304348
elf,65,134,30,14,11,16,14,13,12,2.0615384615384613
elf,65,145,30,9,11,13,9,14,10,2.230769230769231
elf,62,138,30,8,13,12,13,13,9,2.225806451612903
elf,62,138,30,12,12,14,11,14,8,2.225806451612903
elf,66,162,30,12,16,11,15,17,11,2.4545454545454546
elf,60,114,30,8,9,9,17,17,13,1.9
elf,62,138,30,14,12,9,12,7,10,2.225806451612903
elf,63,135,30,14,16,10,12,11,12,2.142857142857143
elf,63,153,30,10,12,14,13,6,10,2.4285714285714284
elf,62,130,30,14,11,14,14,14,7,2.096774193548387
elf,67,194,30,16,7,14,15,14,14,2.8955223880597014
elf,66,150,30,15,12,12,11,11,11,2.272727272727273
elf,64,140,30,12,8,13,9,15,9,2.1875
elf,65,156,30,7,10,14,13,11,10,2.4
elf,62,130,30,15,13,11,14,12,12,2.096774193548387
elf,61,125,30,8,16,8,11,10,11,2.0491803278688523
elf,60,126,30,11,16,13,11,12,16,2.1
elf,64,130,30,15,10,6,14,16,8,2.03125
elf,70,170,30,14,12,17,12,18,6,2.4285714285714284
elf,58,122,30,11,10,10,11,16,12,2.103448275862069
elf,67,142,30,13,15,16,16,10,10,2.1194029850746268
elf,60,138,30,13,13,15,8,9,8,2.3
elf,63,126,30,11,12,6,16,13,13,2.0
elf,65,156,30,15,8,14,12,15,12,2.4
elf,58,110,30,8,15,16,8,7,10,1.896551724137931
elf,72,162,30,9,8,11,18,16,12,2.25
elf,61,118,30,11,8,8,17,9,11,1.9344262295081966
elf,61,139,30,12,11,10,12,17,8,2.278688524590164
elf,58,106,30,7,5,13,12,10,12,1.8275862068965518
elf,68,160,30,10,5,13,14,13,14,2.3529411764705883
elf,64,140,30,6,15,8,12,13,10,2.1875
elf,63,117,30,11,15,9,13,13,7,1.8571428571428572
elf,58,102,30,12,8,8,12,12,7,1.7586206896551724
elf,68,188,30,14,12,11,14,10,10,2.764705882352941
elf,66,150,30,10,15,17,12,13,10,2.272727272727273
elf,65,134,30,13,14,10,12,14,11,2.0615384615384613
elf,69,165,30,16,10,6,7,16,15,2.391304347826087
elf,67,142,30,8,12,11,8,13,14,2.1194029850746268
elf,61,132,30,12,15,14,12,12,11,2.1639344262295084
elf,60,120,30,7,13,11,13,13,10,2.0
elf,66,138,30,10,13,11,11,15,7,2.090909090909091
elf,62,146,30,12,7,15,16,18,10,2.3548387096774195
